category,kind,directory,asset,model,author,license,confidence,score,faces,url
Starships,individual,Individuals/Brunson's Arquitens-class command cruiser,Brunson's Arquitens-class command cruiser,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Brylan Ross,Brylan Ross,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Buick,Buick,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Buried Treasure,Buried Treasure,Star Wars: BFF-1 Bulk Freighter,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-2131f750afff479588a46321d17ee25f
Starships,individual,Individuals/Burning Vengeance,Burning Vengeance,TIE-Vengeance,BURNIG Springtrap,,weak,0.5,,https://sketchfab.com/3d-models/none-027f20f5f95c4265a8bf8d0c157db566
Starships,individual,Individuals/CIS-Advanced starfighter,CIS-Advanced starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/CORT-327,CORT-327,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Cad Bane's Munificent-class star frigate,Cad Bane's Munificent-class star frigate,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Calamari (starship),Calamari (starship),Mon Calamari Star Cruiser,Cpt.Kirk,,exact,1.0,,https://sketchfab.com/3d-models/none-b07e3a12b2af4fee8a9c0034b09244e4
Starships,individual,Individuals/Caledonia,Caledonia,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Calico,Calico,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Calitana,Calitana,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Callahan's E-wing,Callahan's E-wing,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Calrissian Runner,Calrissian Runner,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Calrissian's Comet,Calrissian's Comet,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Calvary,Calvary,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Candor,Candor,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Cannibal,Cannibal,Ares,egwindavidnotenauff,,exact,1.0,,https://sketchfab.com/3d-models/none-0fd2fc206df44852ba63e103aed025cc
Starships,individual,Individuals/Canteval's Munificent-class star frigate,Canteval's Munificent-class star frigate,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Captain Cautious's freighter,Captain Cautious's freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Captain Wermis's battlecruiser,Captain Wermis's battlecruiser,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Captivator,Captivator,"CAP-2 ""CAPTIVATOR""",perceval-66,,exact,1.0,,https://sketchfab.com/3d-models/none-4ef2a92c805940108b546932a5600e53
Starships,individual,Individuals/Carbon-scored troop transport,Carbon-scored troop transport,Star Wars Empire Troop Transport | Andor,Losss,,inherited,1.0,,https://sketchfab.com/3d-models/none-a33a4d5fceb74b929dbabb3cb5506b29
Starships,individual,Individuals/Cargo Comet,Cargo Comet,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Cargo I,Cargo I,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,weak,0.5,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Cargo Sky,Cargo Sky,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Cargo freighter EF-75,Cargo freighter EF-75,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Cargo-Go,Cargo-Go,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Carnage,Carnage,Harrrower Class Dreadnaught,Kalashnikov 3D,,inherited,1.0,,https://sketchfab.com/3d-models/none-6e230cc7f6b84649bbab92a5f5ee6347
Starships,individual,Individuals/Carrion Spike,Carrion Spike,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Carson Teva's X-wing,Carson Teva's X-wing,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Cascade,Cascade,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Castellan,Castellan,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Castilus,Castilus,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Casus Belli,Casus Belli,Space Battleship Yamato 2205,DJ-CheeF,,inherited,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,individual,Individuals/Cataclysm,Cataclysm,"Somtaaw ""Explorer"" Deep Space Mining Vessel",ArcFlash,,exact,1.0,,https://sketchfab.com/3d-models/none-a82a1cc5a3dd4e3dbe9e279d92528811
Starships,individual,Individuals/Cathleen,Cathleen,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Cavik Toth's starfighter,Cavik Toth's starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Celerity,Celerity,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Celestial (starship),Celestial,Celestial Navigation Table,Inditrion Dradnon,,exact,1.0,,https://sketchfab.com/3d-models/none-dc1a2e3bac3943db9b68d080e25a0aa8
Starships,individual,Individuals/Celestial Crow,Celestial Crow,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Centicore,Centicore,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Centurion (Broadside-class),Centurion,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Century 1,Century 1,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Century 2,Century 2,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Century 3,Century 3,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Century Hawk,Century Hawk,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Cerberus,Cerberus,Star Wars: TIE Landing Craft,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-fb50f433e9004907b782d272b488aada
Starships,individual,Individuals/Cerebus (Nebulon-B2 frigate),Cerebus,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Chains of Justice,Chains of Justice,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Champion (Bothan Assault Cruiser),Champion,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Champion (Mon Calamari cruiser),Champion,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Champion of Iridonia,Champion of Iridonia,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Champion's Glory,Champion's Glory,STAR WARS DROIDE B2 BY OSCAR CREATIVO,OSCAR CREATIVO,,inherited,1.0,,https://sketchfab.com/3d-models/none-bb52ea58e9f04427b9b9bf4b829e0810
Starships,individual,Individuals/Chancellor (frigate),Chancellor,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Chancellor Fillorean,Chancellor Fillorean,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Chandrila Mistress,Chandrila Mistress,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Channel,Channel,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Charm's Way,Charm's Way,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Chaser,Chaser,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Cheesmeer,Cheesmeer,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Chemeti 1,Chemeti 1,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Chemeti's impostor,Chemeti's impostor,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Chevalier,Chevalier,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Chilastra,Chilastra,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Chiller (CR90 corvette),Chiller,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Chimaera,Chimaera,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Chimaera (Legends),Chimaera,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Chinnith,Chinnith,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Chita's ship,Chita's ship,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Choora,Choora,Star Wars Galaxies - YT1300 (Inside),Zorg_Sinister,,inherited,0.769,,https://sketchfab.com/3d-models/none-400abf08c94e4b4e809fca0aa51a5e00
Starships,individual,Individuals/Chu'unthor,Chu'unthor,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Cielo,Cielo,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Cimigo,Cimigo,Star Wars Galaxies - YT1300 (Inside),Zorg_Sinister,,inherited,0.769,,https://sketchfab.com/3d-models/none-400abf08c94e4b4e809fca0aa51a5e00
Starships,individual,Individuals/Citadel 1,Citadel 1,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Citadel 2,Citadel 2,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Civilian craft (Fondor),Civilian craft,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Claf 1,Claf 1,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Claf 2,Claf 2,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Claf 3,Claf 3,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Claw (CR90 corvette),Claw,Ravenclaw,jay2307,,exact,1.0,,https://sketchfab.com/3d-models/none-9850f2b7d8864b288c92c7aaef551e60
Starships,individual,Individuals/Claw (Immobilizer 418 cruiser),Claw,Ravenclaw,jay2307,,exact,1.0,,https://sketchfab.com/3d-models/none-9850f2b7d8864b288c92c7aaef551e60
Starships,individual,Individuals/Clear Spring,Clear Spring,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Clipper (Lambda-class T-4a shuttle),Clipper,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Clovis' shuttle,Clovis' shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Coduyo family light cruiser,Coduyo family light cruiser,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Coen,Coen,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Coercion,Coercion,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Colada,Colada,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Cold Front,Cold Front,Star Wars: Action IV Transport,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-e05dada955014ca78bc03d9577ca3c6a
Starships,individual,Individuals/Colders Watch,Colders Watch,Star Wars: BFF-1 Bulk Freighter,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-2131f750afff479588a46321d17ee25f
Starships,individual,Individuals/Colicoid Swarm,Colicoid Swarm,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Colossus,Colossus,Colossus identification badge,COSEDIMARCO,,exact,1.0,,https://sketchfab.com/3d-models/none-be638ded539c4964b1bfeaf82e669397
Starships,individual,Individuals/Colossus (Star Destroyer),Colossus,Colossus identification badge,COSEDIMARCO,,exact,1.0,,https://sketchfab.com/3d-models/none-be638ded539c4964b1bfeaf82e669397
Starships,individual,Individuals/Columbia,Columbia,Columbia Men's Expeditionist Winter Boots,HaKyung,,exact,1.0,,https://sketchfab.com/3d-models/none-a7edc6e46b60467fbf5e43070d28dfbe
Starships,individual,Individuals/Comeuppance,Comeuppance,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Command Performance,Command Performance,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Command shuttle,Command shuttle,Imperial Arquitens-class Command Cruiser,gavinpgamer1,,strong,0.769,,https://sketchfab.com/3d-models/none-c05a0aa234404ae884c4469b099b67ea
