category,kind,directory,asset,model,author,license,confidence,score,faces,url
Starships,individual,Individuals/Impervious,Impervious,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Impetuous,Impetuous,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Implacable (Acclamator-class),Implacable,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Implacable (Acclamator-class) (Legends),Implacable,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Implacable (EF76 Nebulon-B escort frigate),Implacable,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Implacable (Star Destroyer),Implacable,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Implacable (Star Destroyer) (Legends),Implacable,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Imputator,Imputator,83359 Star Wars Imperial II-class Star Destroyer,S🅾️Meme star wars,,inherited,1.0,,https://sketchfab.com/3d-models/none-c75cfb15ef124691b3fa33c30e017bbe
Starships,individual,Individuals/Inacc's Crate,Inacc's Crate,Star Wars Galaxies - YT1300 (Inside),Zorg_Sinister,,inherited,0.769,,https://sketchfab.com/3d-models/none-400abf08c94e4b4e809fca0aa51a5e00
Starships,individual,Individuals/Incinerator,Incinerator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Incomparable,Incomparable,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Indefatigable (CR90 corvette),Indefatigable,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Indefatigable (Inexpugnable-class),Indefatigable,Imperial Arquitens-class Command Cruiser,gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-c05a0aa234404ae884c4469b099b67ea
Starships,individual,Individuals/Independence,Independence,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Indictor,Indictor,83359 Star Wars Imperial II-class Star Destroyer,S🅾️Meme star wars,,inherited,1.0,,https://sketchfab.com/3d-models/none-c75cfb15ef124691b3fa33c30e017bbe
Starships,individual,Individuals/Indiko,Indiko,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Indomitable (Carrack-class),Indomitable,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Indomitable (Carrack-class) (Legends),Indomitable,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Indomitable (Scythe-class),Indomitable,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Indupar Nova,Indupar Nova,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Inexorable (Imperial I-class),Inexorable,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Inexorable (Victory-class),Inexorable,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Inferno (Imperial I-class),Inferno,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Infernum,Infernum,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Infinity,Infinity,Iron Spider - Avengers: Infinity War,Kabiidev,,exact,1.0,,https://sketchfab.com/3d-models/none-99e52e57a8dc4feda750af87b87d2955
Starships,individual,Individuals/Inflictor,Inflictor,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Inquisitor (Star Destroyer),Inquisitor,Inquisitor Lanu Pasiq - Star Wars,JCarpenter_48,,exact,1.0,,https://sketchfab.com/3d-models/none-c3af0bd197f348c4a4819a45e78faa53
Starships,individual,Individuals/Insanity Claws,Insanity Claws,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Insatiable Worrt,Insatiable Worrt,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Instigator,Instigator,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Integrity (Carrack-class),Integrity,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Integrity (Carrack-class) (Legends),Integrity,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Integrity (Venator-class),Integrity,Venator-Class Star Destroyer,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-5c2d88be90384395a2b4c23c7203e7d6
Starships,individual,Individuals/Intercessor,Intercessor,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Interdictor (Interdictor-class),Interdictor,Interdictor class Star Destroyer (Canon),gavinpgamer1,,exact,1.0,,https://sketchfab.com/3d-models/none-af76c3da627049c38c1e2f0313a62cdb
Starships,individual,Individuals/Interrogator,Interrogator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Intimidator,Intimidator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Intrepid (CR90 corvette),Intrepid,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Intrepid (Endurance-class),Intrepid,Star Wars: Quartermaster-class Supply Carrier,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-6ee2bc9379dd44aab85988d2716bad93
Starships,individual,Individuals/Intrepid (Imperial I-class),Intrepid,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Intrepid (Venator-class),Intrepid,Venator-Class Star Destroyer,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-5c2d88be90384395a2b4c23c7203e7d6
Starships,individual,Individuals/Intrepid (luxury cruiser),Intrepid,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Intrepid Heart,Intrepid Heart,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Intruder (Ardent-class),Intruder,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Intruder (Marauder-class),Intruder,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Invictus,Invictus,Invictus Class Star Cruiser,Conner Bentley,,exact,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Invictus (Pacifier-class),Invictus,Invictus Class Star Cruiser,Conner Bentley,,exact,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Invidious,Invidious,83359 Star Wars Imperial II-class Star Destroyer,S🅾️Meme star wars,,inherited,1.0,,https://sketchfab.com/3d-models/none-c75cfb15ef124691b3fa33c30e017bbe
Starships,individual,Individuals/Invincible,Invincible,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Invincible (Imperial-class),Invincible,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Invincible (Legends),Invincible,Harrrower Class Dreadnaught,Kalashnikov 3D,,inherited,1.0,,https://sketchfab.com/3d-models/none-6e230cc7f6b84649bbab92a5f5ee6347
Starships,individual,Individuals/Invincible (Star Destroyer),Invincible,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Invincible Faith,Invincible Faith,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Invisible Hand,Invisible Hand,Space Battleship Yamato 2205,DJ-CheeF,,inherited,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,individual,Individuals/Invisible Hand (Legends),Invisible Hand,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Invulnerable,Invulnerable,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Ionic Ring Ship,Ionic Ring Ship,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Irfu Clover,Irfu Clover,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Iron Fist (Victory-class),Iron Fist,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ironhand (Imperial-class),Ironhand,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ironhand (Strike-class),Ironhand,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Ironhand (Trenchant-class),Ironhand,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Ironstar,Ironstar,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Isilia,Isilia,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Iso-One,Iso-One,Clone Trooper Phase I,D34TH11,,weak,0.5,,https://sketchfab.com/3d-models/none-8f40fd5418e741858a7ded9cc26e6d39
Starships,individual,Individuals/Iviitz,Iviitz,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jade (Lambda-class),Jade,-Star Wars- Mara Jade's Lightsaber,ARKON MAREK,,exact,1.0,,https://sketchfab.com/3d-models/none-a07c06d686a8459384e3bd7fc490cf76
Starships,individual,Individuals/Jade Sabre,Jade Sabre,Jade Shadow,CorelliaStar Shipyards,,weak,0.5,,https://sketchfab.com/3d-models/none-1abe606599aa4f5aa4f2a783ba453bdc
Starships,individual,Individuals/Jade Shadow,Jade Shadow,Jade Shadow,CorelliaStar Shipyards,,exact,1.0,,https://sketchfab.com/3d-models/none-1abe606599aa4f5aa4f2a783ba453bdc
Starships,individual,Individuals/Jade's Fire,Jade's Fire,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Jagged Fel (starship),Jagged Fel,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Jaina's Light (Legends),Jaina's Light,Star Wars; CR90 Corvette,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-6356d19e87494ad8b6f55d0f0e9ec8a7
Starships,individual,Individuals/Jakarro's XS stock light freighter,Jakarro's XS stock light freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jan Dodonna's T-1 shuttle,Jan Dodonna's T-1 shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Jango Fett's starfighter,Jango Fett's starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Janson (CR90 corvette),Janson,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Jarek Yeager's racer,Jarek Yeager's racer,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Jaster's Legacy,Jaster's Legacy,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Java,Java,3D BD1 Star Wars Minecraft Java,thetimel0rd0ct0r,,exact,1.0,,https://sketchfab.com/3d-models/none-2863e3ebbf1c403d91f161576900394d
Starships,individual,Individuals/Javelin (Vengeance-class),Javelin,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Jedi Bob's starfighter,Jedi Bob's starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Jedi Explorer,Jedi Explorer,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jedi Explorer II,Jedi Explorer II,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jedi High Council cruiser,Jedi High Council cruiser,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Jedi Mickey's Starfighter,Jedi Mickey's Starfighter,Star Wars: TIE/in Interceptor,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-80171ec2930b4949836bcf24d9694c41
Starships,individual,Individuals/Jedi shuttle 634,Jedi shuttle 634,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Jedi shuttle 634 (Legends),Jedi shuttle 634,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Jedi spacecraft,Jedi spacecraft,Jedi Star Fighter,Petri Liuhto,,exact,1.0,,https://sketchfab.com/3d-models/none-0b641c2f2b854f1f9ae7f2a731e44dbd
Starships,individual,Individuals/Jeffrey,Jeffrey,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Jendirian Valley,Jendirian Valley,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jendirian Valley III,Jendirian Valley III,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jester (Carrack-class),Jester,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Jev (Lambda-class),Jev,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Jho's freight hauler,Jho's freight hauler,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Jitte,Jitte,Star Wars: Quartermaster-class Supply Carrier,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-6ee2bc9379dd44aab85988d2716bad93
Starships,individual,Individuals/Jocasta Nu's Delta-7B Aethersprite-class light interceptor,Jocasta Nu's Delta-7B Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Jolly Man,Jolly Man,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Judicator,Judicator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Judicator (CR90 corvette),Judicator,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Judicator (Legends),Judicator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Juggernaut (Star Destroyer),Juggernaut,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Julen Rakab's Avent100-series light freighter,Julen Rakab's Avent100-series light freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Juliupper,Juliupper,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Jungle Racer,Jungle Racer,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Junker (YT-2400 light freighter),Junker,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Juno II,Juno II,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Justice (Harrower-class),Justice,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Justice (MC80 Star Cruiser),Justice,Donachet Battlecruiser,gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-44a6db481777492c8bd027e2b26054c1
Starships,individual,Individuals/KJB-87,KJB-87,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Kaar,Kaar,Star Wars Galaxies - YT1300 (Inside),Zorg_Sinister,,inherited,0.769,,https://sketchfab.com/3d-models/none-400abf08c94e4b4e809fca0aa51a5e00
Starships,individual,Individuals/Kabalian Cross,Kabalian Cross,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Kala'din (starship),Kala'din,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Kan (freighter),Kan,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kandarra,Kandarra,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Kant (BFF-1 bulk freighter),Kant,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Karei,Karei,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Karvoss Dawn,Karvoss Dawn,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Kasmiri,Kasmiri,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kassius Konstantine's Interdictor,Kassius Konstantine's Interdictor,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Katana,Katana,katana saber,jakychan501,,exact,1.0,,https://sketchfab.com/3d-models/none-24ba77a777f64f55961f1014101ef955
Starships,individual,Individuals/Kathol Protector,Kathol Protector,Ton-Falk class Escort Carrier,gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-eb9ca03715024a7c8c1778591c749fee
Starships,individual,Individuals/Katooni (ship),Katooni,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kaywhite,Kaywhite,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Keelyvine Reus's Delta-7B Aethersprite-class light interceptor,Keelyvine Reus's Delta-7B Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Keeper (Lucrehulk-class battleship),Keeper,Space Battleship Yamato 2205,DJ-CheeF,,inherited,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,individual,Individuals/Keepsake,Keepsake,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kern's Pride,Kern's Pride,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Kesh (BFF-1 bulk freighter),Kesh,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kestrel Nova,Kestrel Nova,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kettemoor,Kettemoor,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Keydon,Keydon,Imperial Shuttle (Lambda-class T-4a) - Star Wars,Quiznos323,,inherited,1.0,,https://sketchfab.com/3d-models/none-8312856f2c794c569ea6978f2c90bc99
Starships,individual,Individuals/Khypes's battle cruiser,Khypes's battle cruiser,Donachet Battlecruiser,gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-44a6db481777492c8bd027e2b26054c1
Starships,individual,Individuals/Kierra,Kierra,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Kill Switch,Kill Switch,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Kimik,Kimik,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Kimoliga's Maw,Kimoliga's Maw,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
